#timestamp, num_TRL_1, num_TRL_2, num_TRL_3, num_TRL_4, num_TRL_5, num_TRL_6, num_TRL_7, num_TRL_8
1592784000,0,0,0,0,0,0,0,0
0,50,49,51,0,0,0,0,0
0,49,50,51,0,0,0,0,0
0,99,99,102,0,0,0,0,0
